BOM,Package,Device ID,Device Name,Provider Name,Manufacturer Name,Class Name,Extension ID,Version,Date
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_CLS08180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_CLSA8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_CLSB8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_HAN08180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_MTP08180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_MTPA8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_MTPB8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_MTPD8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_SCNM8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcxhcifilter8180.cab,ACPI\QCOM0475,"Qualcomm(R) XHCI Filter Device","Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc.",USB,,1.0.1440.0000,12/29/2020
200.0.1.0,qcxhcifilter8180.cab,ACPI\QCOM04A6,"Qualcomm(R) XHCI Filter Device","Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc.",USB,,1.0.1440.0000,12/29/2020
200.0.1.0,qcxhcifilter8180.cab,URS\QCOM0497&HOST,"Qualcomm(R) XHCI Filter Device","Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc.",USB,,1.0.1440.0000,12/29/2020
200.0.1.0,qcxhcifilter8180.cab,URS\QCOM0498&HOST,"Qualcomm(R) XHCI Filter Device","Qualcomm Technologies, Inc.","Qualcomm Technologies, Inc.",USB,,1.0.1440.0000,12/29/2020
200.0.1.0,surface_uefi.cab,UEFI\RES_{E5A91A21-BAFA-47BD-B5FB-72F29C67593E},"Surface UEFI","Surface","Microsoft Corporation",Firmware,,10.115.140.0,06/23/2021
200.0.1.0,surfaceacpinotifydriver.cab,ACPI\MSHW0091,"Surface ACPI Notify Driver","Surface","Surface",System,,8.126.139.0,06/02/2021
200.0.1.0,surfacebattery.cab,{BFD21D0B-D701-435B-AF19-4A20677898D3}\SurfaceBattery,"Surface Battery","Surface","Surface",Battery,,2.82.139.0,05/24/2021
200.0.1.0,surfacebattery.cab,{BFD21D0B-D701-435B-AF19-4A20677898D3}\Target_KIP&Category_Battery,"Surface Battery","Surface","Surface",Battery,,2.82.139.0,05/24/2021
200.0.1.0,surfacebattery.cab,ACPI\MSHW0146,"Surface Battery","Surface","Surface",Battery,,2.82.139.0,05/24/2021
200.0.1.0,surfacebutton.cab,ACPI\MSHW0028,"Surface Button","Surface","Surface",System,,4.28.139.0,05/26/2021
200.0.1.0,surfacebutton.cab,ACPI\MSHW0040,"Surface Button","Surface","Surface",System,,4.28.139.0,05/26/2021
200.0.1.0,surfacecfuoverhid.cab,HID\VID_045E&UP:FF0B_U:0101,"Surface Firmware Update","Surface","Surface",Firmware,,2.54.139.0,08/16/2019
200.0.1.0,surfacecoverclick.cab,USB\VID_04F3&PID_0C7B,"Surface Cover Click"��,"Surface","Surface",Extension,{5BF171D8-E744-4C29-9036-2CE66C4F8D7E},2.27.139.0,03/11/2021
200.0.1.0,surfacedigitizerhidspiextnpackage.cab,ACPI\MSHW0134,"Surface Digitizer HidSpi Extn Package","Surface","Surface",Extension,{17F19A0B-64D7-4662-8C91-C90097D12608},2.7.137.0,12/14/2020
